Key,Description,en,es
ah94-quickFlight_mp:arcticAssault_description,Description of a mission.,Scout targets for artillery and destroy anything that remains.,
AH-94:ah94-quickFlight_mp:arcticAssault:obj_0:name,A mission objective name,Artillery Targets,
AH-94:ah94-quickFlight_mp:arcticAssault:obj_0:info,Mission objective info.,Destroy any remaining targets at the waypoint.,
AH-94:ah94-quickFlight_mp:arcticAssault:obj_1:name,A mission objective name,Armored Targets,
AH-94:ah94-quickFlight_mp:arcticAssault:obj_1:info,Mission objective info.,Destroy the armored group moving towards our troops.,
AH-94:ah94-quickFlight_mp:arcticAssault:obj_2:name,A mission objective name,Find Targets,
AH-94:ah94-quickFlight_mp:arcticAssault:obj_2:info,Mission objective info.,Pinpoint the location of targets at the waypoint.,
AH-94:ah94-quickFlight_mp:arcticAssault:obj_3:name,A mission objective name,Destroy Targets,
AH-94:ah94-quickFlight_mp:arcticAssault:obj_3:info,Mission objective info.,Destroy the targets you found. Artillery will assist.,
AH-94:ah94-quickFlight_mp:arcticAssault:obj_4:name,A mission objective name,Destroy MAD-4,
AH-94:ah94-quickFlight_mp:arcticAssault:obj_4:info,Mission objective info.,Destroy enemy air defenses to allow bombers to pass.,
AH-94:ah94-quickFlight_mp:arcticAssault:obj_5:name,A mission objective name,RTB,
AH-94:ah94-quickFlight_mp:arcticAssault:obj_5:info,Mission objective info.,Return to the FARP.,
ah94-quickFlight_mp:flightPractice_name,Name of a mission.,Flight Practice,
ah94-quickFlight_mp:flightPractice_description,Description of a mission.,"Practice take off, flight, and landing in various locations.",
AH-94:ah94-quickFlight_mp:flightPractice:obj_0:name,A mission objective name,Take Off,
AH-94:ah94-quickFlight_mp:flightPractice:obj_0:info,Mission objective info.,Take off to 50ft.,
AH-94:ah94-quickFlight_mp:flightPractice:obj_1:name,A mission objective name,Land Pad 1,
AH-94:ah94-quickFlight_mp:flightPractice:obj_1:info,Mission objective info.,Land on the same pad you took off from.,
AH-94:ah94-quickFlight_mp:flightPractice:obj_2:name,A mission objective name,Short Hop,
AH-94:ah94-quickFlight_mp:flightPractice:obj_2:info,Mission objective info.,Land on Pad 2,
AH-94:ah94-quickFlight_mp:flightPractice:obj_3:name,A mission objective name,Medium Hop,
AH-94:ah94-quickFlight_mp:flightPractice:obj_3:info,Mission objective info.,Slight turn to Pad 3,
AH-94:ah94-quickFlight_mp:flightPractice:obj_4:name,A mission objective name,Long Hop,
AH-94:ah94-quickFlight_mp:flightPractice:obj_4:info,Mission objective info.,Long hop to pad 4.  Small pad!,
AH-94:ah94-quickFlight_mp:flightPractice:obj_5:name,A mission objective name,Tight Spot,
AH-94:ah94-quickFlight_mp:flightPractice:obj_5:info,Mission objective info.,Land on the pad between the buildings.,
AH-94:ah94-quickFlight_mp:flightPractice:obj_6:name,A mission objective name,Rooftop 1,
AH-94:ah94-quickFlight_mp:flightPractice:obj_6:info,Mission objective info.,Land on the rooftop.,
AH-94:ah94-quickFlight_mp:flightPractice:obj_7:name,A mission objective name,Rooftop 2,
AH-94:ah94-quickFlight_mp:flightPractice:obj_7:info,Mission objective info.,Land on the rooftop 2.,
AH-94:ah94-quickFlight_mp:flightPractice:obj_8:name,A mission objective name,Dock Pad,
AH-94:ah94-quickFlight_mp:flightPractice:obj_8:info,Mission objective info.,,
AH-94:ah94-quickFlight_mp:flightPractice:obj_9:name,A mission objective name,Cross Country,
AH-94:ah94-quickFlight_mp:flightPractice:obj_9:info,Mission objective info.,Land on the rooftop in the next city.,
AH-94:ah94-quickFlight_mp:flightPractice:obj_10:name,A mission objective name,Cruiser,
AH-94:ah94-quickFlight_mp:flightPractice:obj_10:info,Mission objective info.,Land on the cruiser deck.,
ah94-quickFlight_mp:smallArms_name,Name of a mission.,Small Arms,
ah94-quickFlight_mp:smallArms_description,Description of a mission.,Attack lightly defended enemy encampments.,
AH-94:ah94-quickFlight_mp:smallArms:obj_0:name,A mission objective name,Target Outpost A,
AH-94:ah94-quickFlight_mp:smallArms:obj_0:info,Mission objective info.,Destroy all units at the waypoint.,
AH-94:ah94-quickFlight_mp:smallArms:obj_1:name,A mission objective name,Target Outpost B,
AH-94:ah94-quickFlight_mp:smallArms:obj_1:info,Mission objective info.,Destroy all units at the waypoint.,
AH-94:ah94-quickFlight_mp:smallArms:obj_2:name,A mission objective name,Recon,
AH-94:ah94-quickFlight_mp:smallArms:obj_2:info,Mission objective info.,Fly to the designated area.,
AH-94:ah94-quickFlight_mp:smallArms:obj_3:name,A mission objective name,Find Targets,
AH-94:ah94-quickFlight_mp:smallArms:obj_3:info,Mission objective info.,Use TADS to get an ID on targets in the area.,
AH-94:ah94-quickFlight_mp:smallArms:obj_4:name,A mission objective name,Destroy Radar,
AH-94:ah94-quickFlight_mp:smallArms:obj_4:info,Mission objective info.,Destroy the radar on the mountain site.,
AH-94:ah94-quickFlight_mp:smallArms:obj_5:name,A mission objective name,RTB,
AH-94:ah94-quickFlight_mp:smallArms:obj_5:info,Mission objective info.,Land anywhere at base.,
ah94-quickFlight_mp:surpriseAttack_name,Name of a mission.,Surprise Attack,
ah94-quickFlight_mp:surpriseAttack_description,Description of a mission.,Surprise the enemy with a quick and sneaky attack on their airbase.,
AH-94:ah94-quickFlight_mp:surpriseAttack:obj_0:name,A mission objective name,Destroy Aircraft,
AH-94:ah94-quickFlight_mp:surpriseAttack:obj_0:info,Mission objective info.,Wait for bomber to land then destroy the aircraft before they take off!,
AH-94:ah94-quickFlight_mp:surpriseAttack:obj_1:name,A mission objective name,RTB,
AH-94:ah94-quickFlight_mp:surpriseAttack:obj_1:info,Mission objective info.,Return to the FARP.,
ah94-quickFlight_mp:Target Practice_name,Name of a mission.,Target Practice,
ah94-quickFlight_mp:Target Practice_description,Description of a mission.,Practice using the AH-94's weapons on various targets.,
AH-94:ah94-quickFlight_mp:Target Practice:obj_0:name,A mission objective name,Beach Targets,
AH-94:ah94-quickFlight_mp:Target Practice:obj_0:info,Mission objective info.,Destroy the stationary targets at the beach.,
AH-94:ah94-quickFlight_mp:Target Practice:obj_1:name,A mission objective name,Downtown MAD Targets,
AH-94:ah94-quickFlight_mp:Target Practice:obj_1:info,Mission objective info.,Destroy the MAD-4 launchers stationed between the skyscrapers.,
AH-94:ah94-quickFlight_mp:Target Practice:obj_2:name,A mission objective name,Moving Targets 1,
AH-94:ah94-quickFlight_mp:Target Practice:obj_2:info,Mission objective info.,Destroy the column of tanks driving around the suburbs.,
AH-94:ah94-quickFlight_mp:Target Practice:obj_3:name,A mission objective name,Moving Targets 2,
AH-94:ah94-quickFlight_mp:Target Practice:obj_3:info,Mission objective info.,Destroy the column of tanks driving around downtown.,
AH-94:ah94-quickFlight_mp:Target Practice:obj_4:name,A mission objective name,Oil Platform Targets,
AH-94:ah94-quickFlight_mp:Target Practice:obj_4:info,Mission objective info.,Neutralize the soldiers occupying the oil platform.,
AH-94:ah94-quickFlight_mp:Target Practice:obj_5:name,A mission objective name,Destroy Boats,
AH-94:ah94-quickFlight_mp:Target Practice:obj_5:info,Mission objective info.,Destroy the boats in the channel.,
AH-94:ah94-quickFlight_mp:Target Practice:obj_7:name,A mission objective name,Destroy Air Targets,
AH-94:ah94-quickFlight_mp:Target Practice:obj_7:info,Mission objective info.,Destroy the air targets patrolling the channel.,
ah94-quickFlight_mp_ah94_mpFreeFlight_b0,Text from a mission briefing.,"Free Flight

- No objectives",
ah94-quickFlight_mp_arcticAssault_b0,Text from a mission briefing.,"We're in the final stages of the assault on the enemy base.

We have the enemy right where we want them -- a small valley within range of our artillery.",
ah94-quickFlight_mp_arcticAssault_b1,Text from a mission briefing.,"We'll begin firing rocket artillery and need you to scout out the enemy position to confirm their destruction.

Your job will be to clean up any targets that remain after the artillery barrage.",
ah94-quickFlight_mp_arcticAssault_b2,Text from a mission briefing.,"Once the main enemy battalion has been destroyed, we'll have you scout out and destroy a few other secondary targets to support our ground forces and clear the way for our bombers.",
ah94-quickFlight_mp_arcticAssault_b3,Text from a mission briefing.,Your role is crucial in this final push towards victory. Good luck!,
ah94-quickFlight_mp_flightPractice_b0,Text from a mission briefing.,Practice taking off and landing in various locations.,
ah94-quickFlight_mp_flightPractice_b1,Text from a mission briefing.,Just follow each waypoint. Can you make each landing smoother or more efficient than the last?,
ah94-quickFlight_mp_flightPractice_b2,Text from a mission briefing.,Finish the mission by landing on the moving cruiser's deck.,
ah94-quickFlight_mp_smallArms_b0,Text from a mission briefing.,"Welcome!

I know you've been itching for a bit of action so I have a few tasks lined up for you today.

Let's get started.",
ah94-quickFlight_mp_smallArms_b1,Text from a mission briefing.,"A huge mountain range divides us from the enemy territory, so we usually don't get too much activity in the area.

Recently we began spotting small groups passing through and setting up small camps on our side of the ridge.",
ah94-quickFlight_mp_smallArms_b2,Text from a mission briefing.,"They appear to be setting up forward operating bases to service their VTOL capable attack aircraft.

They are still early in the preparation stage so we should attack now before they get too fortified.",
ah94-quickFlight_mp_smallArms_b3,Text from a mission briefing.,"We currently have positive intel on two camps.  We know where they are, and that they're only equipped with small arms, so this should be a breeze for you.

Their locations are available in the objective data.",
ah94-quickFlight_mp_smallArms_b4,Text from a mission briefing.,"After you clear out those sites, there will be one more matter we need to look into.  

We are aware of transport activity in the high mountain region so we'll have you go and perform some recon.  Be sure to bring enough fuel.",
ah94-quickFlight_mp_smallArms_b5,Text from a mission briefing.,"Absolutely never go beyond the mountain range and into the plains.

Beyond that point is the enemy territory which is heavily defended by long range air defenses and fighters.",
ah94-quickFlight_mp_smallArms_b6,Text from a mission briefing.,"Summary
 Objectives
 - Destroy all targets at sites A and B
 - Perform recon in the high mountains
 Threats
 - Small arms fire
- MANPADS",
ah94-quickFlight_mp_surpriseAttack_b0,Text from a mission briefing.,"For this mission, you will need to act quickly and quietly.

The enemy plans to launch several groups of aircraft from their base.

Your objective is to destroy all of these aircraft before they take off.",
ah94-quickFlight_mp_surpriseAttack_b1,Text from a mission briefing.,"You will be taking off from a forward arming and refueling point (FARP) about 30 miles from the target.

Fly low and make your way to the to the airbase undetected.",
ah94-quickFlight_mp_surpriseAttack_b2,Text from a mission briefing.,"A bomber is inbound to land at the airbase.  After it lands, the enemy fighters will begin to take off.  

You will have this window to strike while all aircraft are still on the ground.",
ah94-quickFlight_mp_surpriseAttack_b3,Text from a mission briefing.,"Beware that if they spot you before you are ready to attack, they may launch preemptively to defend themselves.",
ah94-quickFlight_mp_surpriseAttack_b4,Text from a mission briefing.,"SUMMARY

Primary Targets:
- Landed aircraft

Threats:
- IR guided SAMs
- Small arms fire
- AAA",
ah94-quickFlight_mp_Target Practice_b0,Text from a mission briefing.,"Practice using the AH-94's weapons on various targets.

Targets will not shoot back so take your time to learn the equipment.

Check the objectives data to find targets.",
:example1_name,Name of a mission.,Dangerous Transport,
:example1_description,Description of a mission.,Example AV-42C scenario.,
AV-42C::example1:obj_0:name,A mission objective name,Pick-up,
AV-42C::example1:obj_0:info,Mission objective info.,Pick up the soldiers at the waypoint.,
AV-42C::example1:obj_1:name,A mission objective name,Drop Off,
AV-42C::example1:obj_1:info,Mission objective info.,Transport the soldiers to the objective waypoint.,
AV-42C::example1:obj_2:name,A mission objective name,CAS,
AV-42C::example1:obj_2:info,Mission objective info.,Destroy the enemy units on the road towards our soldiers.,
AV-42C::example1:obj_3:name,A mission objective name,RTB,
AV-42C::example1:obj_3:info,Mission objective info.,Return to the carrier.,
AV-42C::example1:obj_4:name,A mission objective name,Clear LZ,
AV-42C::example1:obj_4:info,Mission objective info.,Destroy the units in the city by the landing zone.,
:hmap2Test_name,Name of a mission.,Large Map Test,
:hmap2Test_description,Description of a mission.,Strike enemy artillery. This mission is intended to test the performance of a large custom map.,
F/A-26B::hmap2Test:obj_0:name,A mission objective name,Patrol,
F/A-26B::hmap2Test:obj_0:info,Mission objective info.,"Form up with your air group and fly the patrol path, MSN-1",
F/A-26B::hmap2Test:obj_1:name,A mission objective name,Strike,
F/A-26B::hmap2Test:obj_1:info,Mission objective info.,Destroy the five artillery vehicles.,
F/A-26B::hmap2Test:obj_2:name,A mission objective name,RTB,
